   t         Omega F_0 0       Omega F_0 0.5       Omega F_0 1.2
 33.03  -0.12074690725E-03  -0.48662466705E+00  -0.50397988467E+00
 33.06  -0.12642789199E-03  -0.49384110005E+00  -0.52245388663E+00
 33.09  -0.13190987686E-03  -0.50085249433E+00  -0.54109028105E+00
 33.12  -0.13719091307E-03  -0.50765288589E+00  -0.55986946751E+00
 33.15  -0.14226926192E-03  -0.51423641942E+00  -0.57877120069E+00
 33.18  -0.14714339320E-03  -0.52059736335E+00  -0.59777460172E+00
 33.21  -0.15181198347E-03  -0.52673012475E+00  -0.61685817281E+00
 33.24  -0.15627391410E-03  -0.53262926428E+00  -0.63599981545E+00
 33.27  -0.16052826925E-03  -0.53828951082E+00  -0.65517685240E+00
 33.30  -0.16457433364E-03  -0.54370577596E+00  -0.67436605364E+00
 33.33  -0.16841159016E-03  -0.54887316819E+00  -0.69354366661E+00
 33.36  -0.17203971741E-03  -0.55378700660E+00  -0.71268545078E+00
 33.39  -0.17545858700E-03  -0.55844283427E+00  -0.73176671670E+00
 33.42  -0.17866826083E-03  -0.56283643107E+00  -0.75076236979E+00
 33.45  -0.18166898811E-03  -0.56696382586E+00  -0.76964695886E+00
 33.48  -0.18446120241E-03  -0.57082130808E+00  -0.78839472933E+00
 33.51  -0.18704551840E-03  -0.57440543861E+00  -0.80697968139E+00
 33.54  -0.18942272870E-03  -0.57771305985E+00  -0.82537563281E+00
 33.57  -0.19159380038E-03  -0.58074130499E+00  -0.84355628648E+00
 33.60  -0.19355987158E-03  -0.58348760635E+00  -0.86149530241E+00
 33.63  -0.19532224782E-03  -0.58594970281E+00  -0.87916637416E+00
 33.66  -0.19688239840E-03  -0.58812564632E+00  -0.89654330921E+00
 33.69  -0.19824195256E-03  -0.59001380726E+00  -0.91360011317E+00
 33.72  -0.19940269565E-03  -0.59161287889E+00  -0.93031107723E+00
 33.75  -0.20036656518E-03  -0.59292188064E+00  -0.94665086861E+00
 33.78  -0.20113564675E-03  -0.59394016029E+00  -0.96259462337E+00
 33.81  -0.20171217002E-03  -0.59466739514E+00  -0.97811804098E+00
 33.84  -0.20209850449E-03  -0.59510359194E+00  -0.99319748018E+00
 33.87  -0.20229715529E-03  -0.59524908573E+00  -0.10078100553E+01
 33.90  -0.20231075889E-03  -0.59510453764E+00  -0.10219337324E+01
 33.93  -0.20214207875E-03  -0.59467093148E+00  -0.10355474244E+01
 33.96  -0.20179400094E-03  -0.59394956929E+00  -0.10486310847E+01
 33.99  -0.20126952970E-03  -0.59294206582E+00  -0.10611657975E+01
 34.02  -0.20057178296E-03  -0.59165034204E+00  -0.10731338661E+01
 34.05  -0.19970398781E-03  -0.59007661750E+00  -0.10845188954E+01
 34.08  -0.19866947599E-03  -0.58822340192E+00  -0.10953058706E+01
 34.11  -0.19747167933E-03  -0.58609348577E+00  -0.11054812296E+01
 34.14  -0.19611412511E-03  -0.58368993001E+00  -0.11150329288E+01
 34.17  -0.19460043149E-03  -0.58101605506E+00  -0.11239505016E+01
 34.20  -0.19293430288E-03  -0.57807542902E+00  -0.11322251095E+01
 34.23  -0.19111952533E-03  -0.57487185523E+00  -0.11398495837E+01
 34.26  -0.18915996187E-03  -0.57140935925E+00  -0.11468184592E+01
 34.29  -0.18705954790E-03  -0.56769217525E+00  -0.11531279977E+01
 34.32  -0.18482228654E-03  -0.56372473200E+00  -0.11587762022E+01
 34.35  -0.18245224405E-03  -0.55951163845E+00  -0.11637628212E+01
 34.38  -0.17995354517E-03  -0.55505766901E+00  -0.11680893423E+01
 34.41  -0.17733036859E-03  -0.55036774857E+00  -0.11717589767E+01
 34.44  -0.17458694232E-03  -0.54544693735E+00  -0.11747766329E+01
 34.47  -0.17172753920E-03  -0.54030041573E+00  -0.11771488813E+01
 34.50  -0.16875647235E-03  -0.53493346894E+00  -0.11788839086E+01
 34.53  -0.16567809066E-03  -0.52935147193E+00  -0.11799914642E+01
 34.56  -0.16249677443E-03  -0.52355987424E+00  -0.11804827972E+01
 34.59  -0.15921693084E-03  -0.51756418512E+00  -0.11803705857E+01
 34.62  -0.15584298966E-03  -0.51136995891E+00  -0.11796688593E+01
 34.65  -0.15237939891E-03  -0.50498278064E+00  -0.11783929145E+01
 34.68  -0.14883062057E-03  -0.49840825208E+00  -0.11765592245E+01
 34.71  -0.14520112634E-03  -0.49165197813E+00  -0.11741853447E+01
 34.74  -0.14149539351E-03  -0.48471955372E+00  -0.11712898130E+01
 34.77  -0.13771790082E-03  -0.47761655119E+00  -0.11678920482E+01
 34.80  -0.13387312441E-03  -0.47034850820E+00  -0.11640122450E+01
 34.83  -0.12996553383E-03  -0.46292091622E+00  -0.11596712685E+01
 34.86  -0.12599958814E-03  -0.45533920965E+00  -0.11548905475E+01
 34.89  -0.12197973200E-03  -0.44760875556E+00  -0.11496919686E+01
 34.92  -0.11791039194E-03  -0.43973484408E+00  -0.11440977707E+01
 34.95  -0.11379597263E-03  -0.43172267948E+00  -0.11381304418E+01
 34.98  -0.10964085323E-03  -0.42357737195E+00  -0.11318126184E+01
 35.01  -0.10544938386E-03  -0.41530393003E+00  -0.11251669876E+01
 35.04  -0.10122588209E-03  -0.40690725383E+00  -0.11182161930E+01
 35.07  -0.96974629545E-04  -0.39839212894E+00  -0.11109827453E+01
 35.10  -0.92699868624E-04  -0.38976322095E+00  -0.11034889366E+01
 35.13  -0.88405799236E-04  -0.38102507088E+00  -0.10957567609E+01
 35.16  -0.84096575669E-04  -0.37218209113E+00  -0.10878078385E+01
 35.19  -0.79776303539E-04  -0.36323856221E+00  -0.10796633473E+01
 35.22  -0.75449036817E-04  -0.35419863018E+00  -0.10713439588E+01
 35.25  -0.71118774964E-04  -0.34506630471E+00  -0.10628697803E+01
 35.28  -0.66789460141E-04  -0.33584545781E+00  -0.10542603028E+01
 35.31  -0.62464974527E-04  -0.32653982323E+00  -0.10455343551E+01
 35.34  -0.58149137721E-04  -0.31715299641E+00  -0.10367100629E+01
 35.37  -0.53845704243E-04  -0.30768843516E+00  -0.10278048144E+01
 35.40  -0.49558361133E-04  -0.29814946076E+00  -0.10188352305E+01
 35.43  -0.45290725646E-04  -0.28853925973E+00  -0.10098171411E+01
 35.46  -0.41046343038E-04  -0.27886088609E+00  -0.10007655663E+01
 35.49  -0.36828684460E-04  -0.26911726414E+00  -0.99169470179E+00
 35.52  -0.32641144946E-04  -0.25931119171E+00  -0.98261790987E+00
 35.55  -0.28487041494E-04  -0.24944534388E+00  -0.97354771401E+00
 35.58  -0.24369611257E-04  -0.23952227712E+00  -0.96449579774E+00
 35.61  -0.20292009823E-04  -0.22954443385E+00  -0.95547300722E+00
 35.64  -0.16257309602E-04  -0.21951414738E+00  -0.94648935725E+00
 35.67  -0.12268498306E-04  -0.20943364719E+00  -0.93755404038E+00
 35.70  -0.83284775306E-05  -0.19930506457E+00  -0.92867543883E+00
 35.73  -0.44400614374E-05  -0.18913043851E+00  -0.91986113904E+00
 35.76  -0.60597553035E-06  -0.17891172194E+00  -0.91111794831E+00
 35.79   0.31711444661E-05  -0.16865078818E+00  -0.90245191362E+00
 35.82   0.68887536326E-05  -0.15834943761E+00  -0.89386834193E+00
 35.85   0.10544398783E-04  -0.14800940460E+00  -0.88537182214E+00
 35.88   0.14135719298E-04  -0.13763236458E+00  -0.87696624813E+00
 35.91   0.17660447858E-04  -0.12721994127E+00  -0.86865484285E+00
 35.94   0.21116411086E-04  -0.11677371407E+00  -0.86044018319E+00
 35.97   0.24501530096E-04  -0.10629522558E+00  -0.85232422536E+00
 36.00   0.27813820944E-04  -0.95785989165E-01  -0.84430833082E+00
 36.03   0.31051394991E-04  -0.85247496628E-01  -0.83639329227E+00
 36.06   0.34212459171E-04  -0.74681225951E-01  -0.82857935985E+00
 36.09   0.37295316176E-04  -0.64088649038E-01  -0.82086626725E+00
 36.12   0.40298364542E-04  -0.53471239487E-01  -0.81325325762E+00
 36.15   0.43220098654E-04  -0.42830480358E-01  -0.80573910921E+00
 36.18   0.46059108666E-04  -0.32167871912E-01  -0.79832216064E+00
 36.21   0.48814080330E-04  -0.21484939307E-01  -0.79100033570E+00
 36.24   0.51483794748E-04  -0.10783240236E-01  -0.78377116756E+00
 36.27   0.54067128034E-04  -0.64372474774E-04  -0.77663182251E+00
 36.30   0.56563050906E-04   0.10670018659E-01  -0.76957912283E+00
 36.33   0.58970628189E-04   0.21418232971E-01  -0.76260956922E+00
 36.36   0.61289018248E-04   0.32178508193E-01  -0.75571936228E+00
 36.39   0.63517472340E-04   0.42949012935E-01  -0.74890442339E+00
 36.42   0.65655333895E-04   0.53727839811E-01  -0.74216041472E+00
 36.45   0.67702037728E-04   0.64512998763E-01  -0.73548275852E+00
 36.48   0.69657109169E-04   0.75302410587E-01  -0.72886665558E+00
 36.51   0.71520163140E-04   0.86093900692E-01  -0.72230710296E+00
 36.54   0.73290903156E-04   0.96885193105E-01  -0.71579891084E+00
 36.57   0.74969120258E-04   0.10767390474E+00  -0.70933671873E+00
 36.60   0.76554691897E-04   0.11845753997E+00  -0.70291501081E+00
 36.63   0.78047580738E-04   0.12923348546E+00  -0.69652813059E+00
 36.66   0.79447833424E-04   0.13999900540E+00  -0.69017029483E+00
 36.69   0.80755579270E-04   0.15075123699E+00  -0.68383560676E+00
 36.72   0.81971028907E-04   0.16148718636E+00  -0.67751806865E+00
 36.75   0.83094472874E-04   0.17220372485E+00  -0.67121159369E+00
 36.78   0.84126280156E-04   0.18289758569E+00  -0.66491001731E+00
 36.81   0.85066896677E-04   0.19356536110E+00  -0.65860710782E+00
 36.84   0.85916843743E-04   0.20420349985E+00  -0.65229657660E+00
 36.87   0.86676716444E-04   0.21480830526E+00  -0.64597208763E+00
 36.90   0.87347182010E-04   0.22537593371E+00  -0.63962726666E+00
 36.93   0.87928978129E-04   0.23590239361E+00  -0.63325570973E+00
 36.96   0.88422911226E-04   0.24638354493E+00  -0.62685099142E+00
 36.99   0.88829854706E-04   0.25681509927E+00  -0.62040667255E+00
 37.02   0.89150747165E-04   0.26719262040E+00  -0.61391630754E+00
 37.05   0.89386590565E-04   0.27751152552E+00  -0.60737345143E+00
 37.08   0.89538448383E-04   0.28776708695E+00  -0.60077166652E+00
 37.11   0.89607443730E-04   0.29795443452E+00  -0.59410452871E+00
 37.14   0.89594757447E-04   0.30806855855E+00  -0.58736563352E+00
 37.17   0.89501626177E-04   0.31810431343E+00  -0.58054860195E+00
 37.20   0.89329340412E-04   0.32805642184E+00  -0.57364708591E+00
 37.23   0.89079242528E-04   0.33791947965E+00  -0.56665477361E+00
 37.26   0.88752724794E-04   0.34768796140E+00  -0.55956539462E+00
 37.29   0.88351227373E-04   0.35735622649E+00  -0.55237272472E+00
 37.32   0.87876236309E-04   0.36691852598E+00  -0.54507059070E+00
 37.35   0.87329281499E-04   0.37636901006E+00  -0.53765287481E+00
 37.38   0.86711934657E-04   0.38570173614E+00  -0.53011351923E+00
 37.41   0.86025807277E-04   0.39491067761E+00  -0.52244653023E+00
 37.44   0.85272548580E-04   0.40398973322E+00  -0.51464598228E+00
 37.47   0.84453843471E-04   0.41293273699E+00  -0.50670602202E+00
 37.50   0.83571410479E-04   0.42173346887E+00  -0.49862087203E+00
 37.53   0.82626999713E-04   0.43038566582E+00  -0.49038483453E+00
 37.56   0.81622390808E-04   0.43888303352E+00  -0.48199229494E+00
 37.59   0.80559390885E-04   0.44721925858E+00  -0.47343772524E+00
 37.62   0.79439832510E-04   0.45538802121E+00  -0.46471568727E+00
 37.65   0.78265571660E-04   0.46338300843E+00  -0.45582083584E+00
 37.68   0.77038485709E-04   0.47119792755E+00  -0.44674792168E+00
 37.71   0.75760471410E-04   0.47882652014E+00  -0.43749179429E+00
 37.74   0.74433442901E-04   0.48626257626E+00  -0.42804740450E+00
 37.77   0.73059329721E-04   0.49349994898E+00  -0.41840980700E+00
 37.80   0.71640074843E-04   0.50053256911E+00  -0.40857416256E+00
 37.83   0.70177632720E-04   0.50735446007E+00  -0.39853574008E+00
 37.86   0.68673967359E-04   0.51395975292E+00  -0.38828991844E+00
 37.89   0.67131050408E-04   0.52034270133E+00  -0.37783218808E+00
 37.92   0.65550859266E-04   0.52649769662E+00  -0.36715815236E+00
 37.95   0.63935375218E-04   0.53241928264E+00  -0.35626352859E+00
 37.98   0.62286581593E-04   0.53810217053E+00  -0.34514414888E+00
 38.01   0.60606461949E-04   0.54354125317E+00  -0.33379596057E+00
 38.04   0.58896998284E-04   0.54873161946E+00  -0.32221502640E+00
 38.07   0.57160169275E-04   0.55366856809E+00  -0.31039752436E+00
 38.10   0.55397948550E-04   0.55834762094E+00  -0.29833974713E+00
 38.13   0.53612302981E-04   0.56276453597E+00  -0.28603810119E+00
 38.16   0.51805191023E-04   0.56691531949E+00  -0.27348910553E+00
 38.19   0.49978561073E-04   0.57079623780E+00  -0.26068938991E+00
 38.22   0.48134349867E-04   0.57440382818E+00  -0.24763569281E+00
 38.25   0.46274480914E-04   0.57773490896E+00  -0.23432485884E+00
 38.28   0.44400862963E-04   0.58078658894E+00  -0.22075383572E+00
 38.31   0.42515388505E-04   0.58355627578E+00  -0.20691967089E+00
 38.34   0.40619932313E-04   0.58604168358E+00  -0.19281950757E+00
 38.37   0.38716350026E-04   0.58824083935E+00  -0.17845058035E+00
 38.40   0.36806476758E-04   0.59015208859E+00  -0.16381021040E+00
 38.43   0.34892125759E-04   0.59177409976E+00  -0.14889580008E+00
 38.46   0.32975087113E-04   0.59310586766E+00  -0.13370482713E+00
 38.49   0.31057126468E-04   0.59414671575E+00  -0.11823483846E+00
 38.52   0.29139983819E-04   0.59489629734E+00  -0.10248344335E+00
 38.55   0.27225372324E-04   0.59535459564E+00  -0.86448306264E-01
 38.58   0.25314977167E-04   0.59552192272E+00  -0.70127139265E-01
 38.61   0.23410454457E-04   0.59539891731E+00  -0.53517693930E-01
 38.64   0.21513430179E-04   0.59498654154E+00  -0.36617752929E-01
 38.67   0.19625499178E-04   0.59428607653E+00  -0.19425121226E-01
 38.70   0.17748224193E-04   0.59329911699E+00  -0.19376169396E-02
 38.73   0.15883134931E-04   0.59202756469E+00   0.15846938079E-01
 38.76   0.14031727187E-04   0.59047362102E+00   0.33930727916E-01
 38.79   0.12195462004E-04   0.58863977855E+00   0.52315952465E-01
 38.82   0.10375764883E-04   0.58652881166E+00   0.71004837426E-01
 38.85   0.85740250306E-05   0.58414376637E+00   0.89999644386E-01
 38.88   0.67915946535E-05   0.58148794935E+00   0.10930268089E+00
 38.91   0.50297882968E-05   0.57856491611E+00   0.12891631044E+00
 38.94   0.32898822260E-05   0.57537845869E+00   0.14884296230E+00
 38.97   0.15731138523E-05   0.57193259256E+00   0.16908514107E+00
 39.00  -0.11931879827E-06   0.56823154311E+00   0.18964543583E+00
 39.03  -0.17862575722E-05   0.56427973158E+00   0.21052652883E+00
 39.06  -0.34265846326E-05   0.56008176073E+00   0.23173120354E+00
 39.09  -0.50392228610E-05   0.55564240001E+00   0.25326235190E+00
 39.12  -0.66231362155E-05   0.55096657067E+00   0.27512298068E+00
 39.15  -0.81773300470E-05   0.54605933055E+00   0.29731621675E+00
 39.18  -0.97008513740E-05   0.54092585889E+00   0.31984531103E+00
 39.21  -0.11192789115E-04   0.53557144101E+00   0.34271364104E+00
 39.24  -0.12652274279E-04   0.53000145313E+00   0.36592471170E+00
 39.27  -0.14078480120E-04   0.52422134725E+00   0.38948215426E+00
 39.30  -0.15470622240E-04   0.51823663620E+00   0.41338972306E+00
 39.33  -0.16827958669E-04   0.51205287894E+00   0.43765128988E+00
 39.36  -0.18149789889E-04   0.50567566622E+00   0.46227083554E+00
 39.39  -0.19435458829E-04   0.49911060646E+00   0.48725243861E+00
 39.42  -0.20684350822E-04   0.49236331220E+00   0.51260026065E+00
 39.45  -0.21895893520E-04   0.48543938686E+00   0.53831852790E+00
 39.48  -0.23069556773E-04   0.47834441208E+00   0.56441150885E+00
 39.51  -0.24204852476E-04   0.47108393562E+00   0.59088348751E+00
 39.54  -0.25301334377E-04   0.46366345973E+00   0.61773873172E+00
 39.57  -0.26358597848E-04   0.45608843026E+00   0.64498145639E+00
 39.60  -0.27376279629E-04   0.44836422629E+00   0.67261578089E+00
 39.63  -0.28354057532E-04   0.44049615050E+00   0.70064568047E+00
 39.66  -0.29291650114E-04   0.43248942017E+00   0.72907493095E+00
 39.69  -0.30188816323E-04   0.42434915886E+00   0.75790704635E+00
 39.72  -0.31045355103E-04   0.41608038887E+00   0.78714520904E+00
 39.75  -0.31861104983E-04   0.40768802431E+00   0.81679219164E+00
 39.78  -0.32635943620E-04   0.39917686498E+00   0.84685027049E+00
 39.81  -0.33369787328E-04   0.39055159087E+00   0.87732113005E+00
 39.84  -0.34062590572E-04   0.38181675744E+00   0.90820575774E+00
 39.87  -0.34714345435E-04   0.37297679162E+00   0.93950432889E+00
 39.90  -0.35325081065E-04   0.36403598841E+00   0.97121608138E+00
 39.93  -0.35894863088E-04   0.35499850832E+00   0.10033391796E+01
 39.96  -0.36423793003E-04   0.34586837532E+00   0.10358705674E+01
 39.99  -0.36912007556E-04   0.33664947557E+00   0.10688058102E+01
 40.02  -0.37359678084E-04   0.32734555675E+00   0.11021389259E+01
 40.05  -0.37767009844E-04   0.31796022802E+00   0.11358622042E+01
 40.08  -0.38134241318E-04   0.30849696053E+00   0.11699660163E+01
 40.11  -0.38461643503E-04   0.29895908862E+00   0.12044386128E+01
 40.14  -0.38749519176E-04   0.28934981149E+00   0.12392659134E+01
 40.17  -0.38998202147E-04   0.27967219542E+00   0.12744312864E+01
 40.20  -0.39208056492E-04   0.26992917654E+00   0.13099153219E+01
 40.23  -0.39379475770E-04   0.26012356401E+00   0.13456955980E+01
 40.26  -0.39512882231E-04   0.25025804378E+00   0.13817464440E+01
 40.29  -0.39608726002E-04   0.24033518263E+00   0.14180387005E+01
 40.32  -0.39667484262E-04   0.23035743276E+00   0.14545394818E+01
 40.35  -0.39689660412E-04   0.22032713669E+00   0.14912119415E+01
 40.38  -0.39675783226E-04   0.21024653252E+00   0.15280150466E+01
 40.41  -0.39626405993E-04   0.20011775954E+00   0.15649033633E+01
 40.44  -0.39542105653E-04   0.18994286414E+00   0.16018268593E+01
 40.47  -0.39423481923E-04   0.17972380602E+00   0.16387307289E+01
 40.50  -0.39271156415E-04   0.16946246459E+00   0.16755552445E+01
 40.53  -0.39085771749E-04   0.15916064571E+00   0.17122356424E+01
 40.56  -0.38867990658E-04   0.14882008856E+00   0.17487020481E+01
 40.59  -0.38618495092E-04   0.13844247269E+00   0.17848794484E+01
 40.62  -0.38337985315E-04   0.12802942529E+00   0.18206877165E+01
 40.65  -0.38027178997E-04   0.11758252857E+00   0.18560416976E+01
 40.68  -0.37686810312E-04   0.10710332724E+00   0.18908513604E+01
 40.71  -0.37317629029E-04   0.96593336121E-01   0.19250220214E+01
 40.74  -0.36920399599E-04   0.86054047806E-01   0.19584546477E+01
 40.77  -0.36495900250E-04   0.75486940392E-01   0.19910462418E+01
 40.80  -0.36044922082E-04   0.64893485241E-01   0.20226903125E+01
 40.83  -0.35568268156E-04   0.54275154759E-01   0.20532774339E+01
 40.86  -0.35066752598E-04   0.43633430164E-01   0.20826958928E+01
 40.89  -0.34541199695E-04   0.32969809240E-01   0.21108324214E+01
 40.92  -0.33992443007E-04   0.22285814043E-01   0.21375730137E+01
 40.95  -0.33421324470E-04   0.11582998546E-01   0.21628038171E+01
 40.98  -0.32828693520E-04   0.86295620778E-03   0.21864120922E+01
 41.01  -0.32215406209E-04  -0.98726725637E-02   0.22082872280E+01
 41.04  -0.31582324342E-04  -0.20622193056E-01   0.22283218002E+01
 41.07  -0.30930314612E-04  -0.31383849037E-01   0.22464126559E+01
 41.10  -0.30260247744E-04  -0.42155815692E-01   0.22624620065E+01
 41.13  -0.29572997656E-04  -0.52936192736E-01   0.22763785104E+01
 41.16  -0.28869440622E-04  -0.63722997705E-01   0.22880783237E+01
 41.19  -0.28150454447E-04  -0.74514159474E-01   0.22974860976E+01
 41.22  -0.27416917655E-04  -0.85307511985E-01   0.23045359025E+01
 41.25  -0.26669708690E-04  -0.96100788232E-01   0.23091720563E+01
 41.28  -0.25909705121E-04  -0.10689161451E+00   0.23113498397E+01
 41.31  -0.25137782871E-04  -0.11767750494E+00   0.23110360800E+01
 41.34  -0.24354815450E-04  -0.12845585631E+00   0.23082095907E+01
 41.37  -0.23561673206E-04  -0.13922394325E+00   0.23028614536E+01
 41.40  -0.22759222591E-04  -0.14997891370E+00   0.22949951385E+01
 41.43  -0.21948325434E-04  -0.16071778480E+00   0.22846264557E+01
 41.46  -0.21129838242E-04  -0.17143743911E+00   0.22717833419E+01
 41.49  -0.20304611503E-04  -0.18213462132E+00   0.22565054858E+01
 41.52  -0.19473489015E-04  -0.19280593525E+00   0.22388438005E+01
 41.55  -0.18637307224E-04  -0.20344784140E+00   0.22188597559E+01
 41.58  -0.17796894583E-04  -0.21405665491E+00   0.21966245871E+01
 41.61  -0.16953070927E-04  -0.22462854404E+00   0.21722183954E+01
 41.64  -0.16106646862E-04  -0.23515952910E+00   0.21457291629E+01
 41.67  -0.15258423176E-04  -0.24564548193E+00   0.21172517019E+01
 41.70  -0.14409190264E-04  -0.25608212589E+00   0.20868865591E+01
 41.73  -0.13559727575E-04  -0.26646503648E+00   0.20547388987E+01
 41.76  -0.12710803071E-04  -0.27678964239E+00   0.20209173821E+01
 41.79  -0.11863172712E-04  -0.28705122727E+00   0.19855330663E+01
 41.82  -0.11017579953E-04  -0.29724493204E+00   0.19486983354E+01
 41.85  -0.10174755263E-04  -0.30736575778E+00   0.19105258845E+01
